#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
2237253;92815000000168;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE;RS;Porto Alegre;HOSPITAL GERAL;PALC;SBPC/ML
9250999;2325140000408;SABIN;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9934464;2325140000912;SABIN;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9081887;718528007375;LABORATORIO SABIN;GO;Formosa;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7291515;61486650060240;ATALAIA ALTO DA GLORIA;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970849;1588888000350;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344186;61486650032204;ATALAIA AEROPORTO 1;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7779003;15009798001343;LABORATORIO CARLOS CHAGAS UNIDADE JARDIM DAS AMERICAS;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7779046;15009798001181;LABORATORIO CARLOS CHAGAS UNIDADE PAX;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6278094;15009798000703;LABORATORIO CARLOS CHAGAS UNIDADE CPA;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9268715;718528003205;LABORATORIO SABIN;GO;Valparaíso de Goiás;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9293795;718528012107;SABIN MEDICINA DIAGNOSTICA ED LUCIO COSTA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7189001;718528007103;SABIN MEDICINA DIAGNOSTICA PRIMO CROSSARA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7546343;718528003116;SABIN MEDICINA DIAGNOSTICA SUDOESTE JK;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7891520;718528010830;SABIN MEDICINA DIAGNOSTICA SANTA MARIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6381707;718528005674;SABIN MEDICINA DIAGNOSTICA VITAL BRASILIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9632190;718528013774;SABIN MEDICINA DIAGNOSTICA VENANCIO 2000;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7891423;718528010163;SABIN MEDICINA DIAGNOSTICA CEILANDIA NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7775628;718528008347;SABIN MEDICINA DIAGNOSTICA AGUAS CLARAS METROPOLE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7274769;718528007880;SABIN MEDICINA DIAGNOSTICA GAMA LESTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027724;718528000877;SABIN MEDICINA DIAGNOSTICA DECK BRASIL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9581421;718528013855;SABIN MEDICINA DIAGNOSTICA SAMAMBAIA HRSAM;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9098011;718528006301;SABIN MEDICINA DIAGNOSTICA PARANOA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7803931;718528008770;SABIN MEDICINA DIAGNOSTICA RIACHO FUNDO;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9225560;17778754001656;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9192379;1032209002062;CHECK UP POSTO DE COLETA PLANALTO;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9698205;1032209000957;POSTO DE COLETA FLORIANO PEIXOTO;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6235247;1032209000876;CHECK UP POSTO DE COLETA MARTINS;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2152118;1032209000108;CHECK UP LABORATORIO DE ANALISES CLINICAS;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7612060;44649812001290;CENTRO CLINICO POLVILHO;SP;Cajamar;POLICLINICA;PALC;SBPC/ML
9860177;2278625002601;CONFIANCE MEDICINA DIAGNOSTICA MARECHAL RONDON;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180098;2278625001389;CONFIANCE MEDICINA DIAGNOSTICA WASHINGTON LUIZ;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7879768;87827689003711;LABORATORIO UNIMED POSTO DE COLETA SAO PELEGRINO;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6263011;87827689002669;LABORATORIO UNIMED;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6122760;2278625000811;CONFIANCE MEDICINA DIAGNOSTICA;SP;Indaiatuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6657060;61486650043664;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA VOLVO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6646190;9815503000190;BIOGENETIKA;SC;Florianópolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2801264;44401933000166;MEDICAL MEDICINA LABORATORIAL E DIAGNOSTICA;SP;São Caetano do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9939695;45697141001034;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3240886;45697141000143;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3558835;44649812023421;NOTREDAME INTERMEDICA SAUDE;SP;São Paulo;POLICLINICA;PALC;SBPC/ML
2089785;52803319000159;HOSPITAL DO RIM E HIPERTENSAO;SP;São Paulo;HOSPITAL ESPECIALIZADO;PALC;SBPC/ML
2903407;15519353000331;MENDELICS ANALISE GENOMICA;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5562627;47673793003431;AFIP TATUAPE;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6655327;12118805000113;LABORATORIO SABIN;SC;Imbituba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
927198;61486650104558;LAB GHANEM PSC FLORESTA DASA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9905065;50699404001327;SANCET MARQUES FIGUEIRA;SP;Suzano;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9695788;6788751000605;SABIN MEDICINA DIAGNOSTICA;PR;Londrina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287310;75317495001409;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9448551;21516281003630;LABORATORIO GERALDO LUSTOSA UNIDADE SARZEDO;MG;Sarzedo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7546122;50699404000789;SANCET POSTO DE COLETA ITAQUAQUECETUBA;SP;Itaquaquecetuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2881837;2278625003403;CONFIANCE MEDICINA DIAGNOSTICA;SP;Vinhedo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3385027;47673793003199;AFIP JUNDIAI POSTO DE COLETA;SP;Jundiaí;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9957715;61486650095893;VITAL BRASIL LORENA;SP;Lorena;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9068791;61486650035483;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 13;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9117237;61486650036889;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 14;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7766947;4572038001323;AMARAL COSTA POSTO DE COLETA AUGUSTO MONTENEGRO;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9255788;4572038002052;LABORATORIO AMARAL COSTA CASTANHAL III;PA;Castanhal;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6551246;13503479000988;LABCHECAP;BA;Lauro de Freitas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9594787;13226436000226;LABCHECAP;BA;Alagoinhas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368200;19378769000257;INSTITUTO HERMES PARDINI UNIDADE SAO PAULO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9529578;19378769010058;INSTITUTO HERMES PARDINI FILIAL CONTORNO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7348975;19378769006964;INSTITUTO HERMES PARDINI UNIDADE INDUSTRIAL;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6188060;21516281002072;LABORATORIO GERALDO LUSTOSA;MG;Nova Lima;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3966445;32605917000106;GACC;BA;Salvador;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
3943526;13503479000473;LABCHECAP BROTAS II;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7763670;13503479002840;LABCHECAP SAO CAETANO;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7229534;13503479002093;LABCHECAP IMBUI;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3113957;61486650090581;LEME LABORATORIO E VACINAS CANELA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9179038;60840055009511;A MEDICINA DIAGNOSTICA;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6082009;60840055008973;A MEDICINA DIAGNOSTICA BOA VIAGEM;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
930083;16422811000625;LABORATORIO JOAO LEMOS PIRAJA;CE;Juazeiro do Norte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
930113;16422811000706;LABORATORIO JOAO LEMOS TRIANGULO;CE;Juazeiro do Norte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5388767;7038425001020;POSTO DE COLETA 08;CE;Caucaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9212531;7038425001887;LABORATORIO CLEMENTINO FRAGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5861896;61486650031062;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171571;61486650030171;LABPASTEUR UNIDADE BARRA DO CEAR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171393;61486650030252;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9477357;12478186000500;LABORATORIO VICENTE LEMOS;PE;Araripina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7843704;718528007537;LABORATORIO SABIN DE ANALISES CLINICAS CIDADE NOVA;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9636870;718528010678;LABORATORIO SABIN DE ANALISES CLINICAS PARQUE LARANJEIRAS;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7944667;718528010325;LABORATORIO SABIN DE ANALISES CLINICAS BOULEVARD MUNDI;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5091497;61486650040568;FRISCHAMNN AISENGART;PR;São José dos Pinhais;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6511902;61486650040053;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA SAO MATEUS DO SUL;PR;São Mateus do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9968776;50699404000940;SANCET LUCAS NOGUEIRA;SP;Poá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5095727;51394674000310;UNIDADE DAMHA POSTO DE COLETA;SP;Presidente Prudente;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9029516;18213735000240;LABORATORIO SAO MATEUS;MT;São José dos Quatro Marcos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7791402;1588888003960;PADRAO LABORATORIO CLINICO;GO;Aparecida de Goiânia;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
6022790;1588888001593;PADRAO LABORATORIO CLINICO;GO;Aparecida de Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344240;61486650031810;ATALAIA SUL 3;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7292112;61486650060160;ATALAIA AEROPORTO 2;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970806;1588888001755;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970881;1588888001674;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7488157;61486650067768;ATALAIA JARDIM AMERICA;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7079745;1588888002484;LABORATORIO PADRAO POSTO 11;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9137297;18213735000169;LABORATORIO SAO MATHEUS;MT;Cáceres;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9644059;15009798001696;POSTO DE COLETA UNIDADE IRHPA;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9332596;718528012026;LABORATORIO SABIN;GO;Planaltina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9651063;718528013502;LABORATORIO SABIN DE ANALISES CLINICAS LTDA;GO;Santo Antônio do Descoberto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6568920;1588888002050;PADRAO LABORATORIO CLINICO;GO;Senador Canedo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6056911;718528004511;SABIN MEDICINA DIAGNOSTICA CRISPIM;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027899;718528002063;SABIN MEDICINA DIAGNOSTICA VIA BRASIL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7779720;718528001849;SABIN MEDICINA DIAGNOSTICA GUARA II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027821;718528000958;SABIN MEDICINA DIAGNOSTICA SOBRADINHO CONDOMINIO;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9605509;718528012883;SABIN MEDICINA DIAGNOSTICA PISTAO SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7773234;718528002306;SABIN MEDICINA DIAGNOSTICA 710 NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9119361;718528011488;SABIN MEDICINA DIAGNOSTICA SUDOESTE 105;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027953;718528000281;SABIN MEDICINA DIAGNOSTICA ALVORADA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7738595;17778754000846;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2164752;17778754000170;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9969918;1032209002739;CHECK UP POSTO DE COLETA MARILEUSA;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9214283;46043998000536;SABIN MEDICINA DIAGNOSTICA CENTRO;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2943042;2278625002946;CONFIANCE MEDICINA DIAGNOSTICA RUY RODRIGUEZ;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9029958;61486650084930;DIAGNOSTICOS DA AMERICA S A;SP;Cruzeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9194134;5705576000178;LABORATORIO SAO FRANCISCO;SP;Echaporã;CONSULTORIO ISOLADO;PALC;SBPC/ML
7873743;30406524000490;LABMED FILIAL;RJ;Campos dos Goytacazes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7181817;87827689003550;LABORATORIO UNIMED POSTO DE COLETA LOURDES;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6787088;61486650056642;FRISCHMANN AISENGART MED DIAG COSTANTINI;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3479196;61486650029165;FRISCHMANN AISENGART MED DIAG BACACHERI;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6657079;61486650042854;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA BARIGUI;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3950905;61486650011894;FRISCHMANN AISENGART MED DIAG JARDIM DAS AMERICAS;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9653090;19378769009980;INSTITUTO HERMES PARDINI FILIAL SANTA LUZIA;MG;Santa Luzia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7408706;49649239000500;POSTO DE COLETA LABORATORIO TAJARA CRH;SP;São José do Rio Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2705451;49649239000186;LABORATORIO DR TAJARA;SP;São José do Rio Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6697291;45697141000224;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5707021;47673793002540;AFIP 441;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5707013;47673793000335;AFIP 350;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5015774;19378769013588;DIGIMAGEM HERMES PARDINI ITAIM;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7154046;85377174001607;NUCLEO ATENDIMENTO PRAIA BRAVA PB;SC;Itajaí;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
7869207;61486650107220;GHANEM LABORATORIO E SAUDE;SC;Itapoá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5938546;1875153000226;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6450156;5705576000259;CENPAC CENTRO DE PATOLOGIA CLINICA LTDA;SP;Marília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9068929;61486650034240;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 02;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9190341;4572038002133;LABORATORIO AMARAL COSTA UNIDADE CIDADE NOVA I;PA;Ananindeua;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7952988;4572038000866;LABORATORIO AMARAL COSTA UNIDADE BR 316;PA;Ananindeua;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7766211;4572038001161;LABORATORIO AMARAL COSTA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6611656;4572038000270;LABORATORIO AMARAL COSTA UNIDADE O DE ALMEIDA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9580573;13503479001364;LABCHECAP;BA;Camaçari;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9169970;19378769010562;INSTITUTO HERMES PARDINI S A FILIAL SANTA AMELIA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368308;19378769003000;HERMES PARDINI UNIDADE VENDA NOVA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5670098;21516281000533;LABORATORIO GERALDO LUSTOSA UNIDADE BERNARDO MONTEIRO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7762771;21516281003397;LABORATORIO GERALDO LUSTOSA UNIDADE GRAJAU;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662572;19378769007189;INSTITUTO HERMES PARDINI S A FILIAL GRAJAU;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7265840;21516281002900;LABORATORIO GERALDO LUSTOSA UNIDADE SAGRADA FAMILIA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7266723;21516281003044;LABORATORIO GERALDO LUSTOSA;MG;Brumadinho;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7348983;19378769008312;HERMES PARDINI PETROLANDIA;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9675914;19378769017303;INSTITUTO HERMES PARDINI FILIAL JARDIM CANADA;MG;Nova Lima;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3943615;13503479000554;LABCHECAP BARRA AVENIDA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7311044;32637787001408;LABORATORIO SABIN ITAIGARA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6888534;13503479001607;LABCHECAP;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6480160;13503479000716;LABCHECAP IMBUI;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
